gene	logFC	FDR
SVEN_2719	0,11	0,1373323
SVEN_3872	0,11	0,1482032
SVEN_3736	0,11	0,1536058
SVEN_3176	0,11	0,1625349
SVEN_5718	0,11	0,1862839
SVEN_2995	0,11	0,1914168
SVEN_3821	0,11	0,2000035
SVEN_3165	0,11	0,2408619
SVEN_3564	0,11	0,2425607
SVEN_2181	0,11	0,2526079
SVEN_3702	0,11	0,2607891
SVEN_5493	0,11	0,2679518
SVEN_3722	0,11	0,2709522
SVEN_6727	0,11	0,2764089
SVEN_3333	0,11	0,2819894
SVEN_5192	0,11	0,2825964
SVEN_2625	0,11	0,2885618
SVEN_5652	0,11	0,2905662
SVEN_4786	0,11	0,2908849
SVEN_3222	0,11	0,2942775
SVEN_3240	0,11	0,2951774
SVEN_3444	0,11	0,2956104
SVEN_2368	0,11	0,2958801
SVEN_2184	0,11	0,3077609
SVEN_4177	0,11	0,3100109
SVEN_0519	0,11	0,3308008
SVEN_3741	0,11	0,3409227
SVEN_1764	0,11	0,3470906
SVEN_6083	0,11	0,349763
SVEN_4303	0,11	0,3544093
SVEN_2506	0,11	0,3546556
SVEN_0615	0,11	0,3553829
SVEN_4465	0,11	0,3624158
SVEN_2229	0,11	0,366325
SVEN_5380	0,11	0,3680655
SVEN_3796	0,11	0,3756673
SVEN_1080	0,11	0,3927275
SVEN_2929	0,11	0,4190686
SVEN_4537	0,11	0,4267034
SVEN_1334	0,11	0,4460973
SVEN_4018	0,11	0,4650196
SVEN_3154	0,11	0,467412
SVEN_3922	0,11	0,4778739
SVEN_7331	0,11	0,484641
SVEN_5092	0,11	0,4850009
SVEN_1823	0,11	0,488189
SVEN_4111	0,11	0,4882655
SVEN_1817	0,11	0,5027669
SVEN_2345	0,11	0,51306
SVEN_6658	0,11	0,5184968
SVEN_6077	0,11	0,5236349
SVEN_3501	0,11	0,5338165
SVEN_1651	0,11	0,5432412
SVEN_2556	0,11	0,5516649
SVEN_6985	0,11	0,5540886
SVEN_6300	0,11	0,5607526
SVEN_2488	0,11	0,5649367
SVEN_1285	0,11	0,565569
SVEN_6746	0,11	0,5696819
SVEN_0402	0,11	0,5708728
SVEN_6673	0,11	0,5730382
SVEN_3006	0,11	0,5876705
SVEN_2468	0,11	0,5924557
SVEN_2146	0,11	0,5963716
SVEN_5680	0,11	0,6054845
SVEN_0748	0,11	0,6108053
SVEN_0038	0,11	0,6484732
SVEN_0491	0,11	0,6498194
SVEN_3910	0,11	0,6505624
SVEN_7376	0,11	0,6550297
SVEN_5588	0,11	0,6589946
SVEN_6926	0,11	0,6768793
SVEN_1989	0,11	0,6965518
SVEN_t40	0,11	0,7072346
SVEN_2319	0,11	0,7235171
SVEN_5885	0,11	0,7245197
SVEN_1468	0,11	0,7494923
SVEN_5346	0,11	0,7576921
SVEN_0984	0,11	0,7620481
SVEN_6185	0,11	0,7625511
SVEN_4992	0,11	0,7788821
SVEN_6247	0,11	0,8145503
SVEN_6107	0,11	0,8393015
SVEN_1357	0,11	0,8833155
SVEN_1916	0,11	0,8905699
SVEN_2095	0,11	0,9188019
SVEN_0231	0,11	0,9273197
SVEN_2691	0,1	0,2108602
SVEN_2326	0,1	0,2229711
SVEN_2339	0,1	0,2287177
SVEN_0903	0,1	0,2308143
SVEN_2399	0,1	0,239959
SVEN_6504	0,1	0,2431296
SVEN_2449	0,1	0,2518817
SVEN_4346	0,1	0,2519034
SVEN_1578	0,1	0,2714104
SVEN_4235	0,1	0,2889301
SVEN_2327	0,1	0,3001437
SVEN_3106	0,1	0,3020708
SVEN_0798	0,1	0,3058614
SVEN_3178	0,1	0,3162726
SVEN_2888	0,1	0,3233333
SVEN_4012	0,1	0,3271599
SVEN_1195	0,1	0,3435331
SVEN_1411	0,1	0,3437595
SVEN_1706	0,1	0,3505052
SVEN_3749	0,1	0,3658135
SVEN_4128	0,1	0,3680999
SVEN_4545	0,1	0,3720248
SVEN_5324	0,1	0,3735373
SVEN_6745	0,1	0,3762224
SVEN_5379	0,1	0,382869
SVEN_2490	0,1	0,3868463
SVEN_5326	0,1	0,3965912
SVEN_1111	0,1	0,3969859
SVEN_3971	0,1	0,4101168
SVEN_4054	0,1	0,4142155
SVEN_5079	0,1	0,4409089
SVEN_1271	0,1	0,4486721
SVEN_3387	0,1	0,4538644
SVEN_4621	0,1	0,4553083
SVEN_2365	0,1	0,4649882
SVEN_3695	0,1	0,465522
SVEN_6269	0,1	0,4700839
SVEN_3288	0,1	0,4994896
SVEN_6631	0,1	0,5026789
SVEN_0755	0,1	0,5116883
SVEN_5881	0,1	0,5174484
SVEN_4097	0,1	0,521182
SVEN_4439	0,1	0,538338
SVEN_4683	0,1	0,5449267
SVEN_3067	0,1	0,5531077
SVEN_3358	0,1	0,5723343
SVEN_3411	0,1	0,5802319
SVEN_4332	0,1	0,5861887
SVEN_7018	0,1	0,5897899
SVEN_5330	0,1	0,5954752
SVEN_4777	0,1	0,5958814
SVEN_3822	0,1	0,6158983
SVEN_5827	0,1	0,623568
SVEN_0517	0,1	0,6243471
SVEN_6853	0,1	0,6340556
SVEN_3458	0,1	0,6431717
SVEN_1525	0,1	0,6441436
SVEN_2548	0,1	0,6678572
SVEN_4492	0,1	0,7232179
SVEN_5109	0,1	0,7253663
SVEN_7279	0,1	0,7403929
SVEN_6041	0,1	0,7454614
SVEN_6333	0,1	0,7467506
SVEN_1186	0,1	0,7474728
SVEN_6813	0,1	0,7771273
SVEN_t18	0,1	0,7799239
SVEN_0190	0,1	0,7921466
SVEN_5062	0,1	0,7926002
SVEN_0056	0,1	0,7952026
SVEN_7117	0,1	0,8070933
SVEN_3900	0,1	0,8199421
SVEN_4822	0,1	0,8134725
SVEN_0620	0,1	0,8243059
SVEN_2003	0,1	0,8259733
SVEN_6032	0,1	0,8487863
SVEN_0573	0,1	0,8519449
SVEN_7293	0,1	0,8685715
SVEN_2475	0,1	0,8974312
SVEN_0448	0,1	0,9032512
SVEN_5478	0,09	0,2080126
SVEN_2704	0,09	0,2258002
SVEN_2400	0,09	0,247843
SVEN_3553	0,09	0,2678537
SVEN_3225	0,09	0,2724349
SVEN_3239	0,09	0,2838218
SVEN_4343	0,09	0,2885449
SVEN_3584	0,09	0,3079414
SVEN_4850	0,09	0,3194921
SVEN_5745	0,09	0,3287902
SVEN_3572	0,09	0,3326408
SVEN_5817	0,09	0,3353318
SVEN_4871	0,09	0,3388395
SVEN_1219	0,09	0,34619
SVEN_3371	0,09	0,3514935
SVEN_4794	0,09	0,3539041
SVEN_5741	0,09	0,354024
SVEN_3071	0,09	0,3604267
SVEN_3870	0,09	0,3712778
SVEN_0887	0,09	0,3835228
SVEN_5770	0,09	0,3906934
SVEN_2460	0,09	0,3989075
SVEN_5190	0,09	0,4160535
SVEN_5340	0,09	0,4183796
SVEN_2885	0,09	0,4302881
SVEN_2654	0,09	0,4316417
SVEN_5108	0,09	0,4325671
SVEN_3659	0,09	0,4379788
SVEN_4337	0,09	0,4509946
SVEN_0907	0,09	0,4659266
SVEN_2811	0,09	0,470697
SVEN_5899	0,09	0,4727489
SVEN_1084	0,09	0,4785356
SVEN_3273	0,09	0,4892238
SVEN_0092	0,09	0,5108068
SVEN_3674	0,09	0,5175947
SVEN_6281	0,09	0,5199915
SVEN_3957	0,09	0,5205421
SVEN_4171	0,09	0,5485917
SVEN_3031	0,09	0,5565355
SVEN_3313	0,09	0,5732208
SVEN_1530	0,09	0,5739749
SVEN_6735	0,09	0,5780164
SVEN_6403	0,09	0,5990702
SVEN_0703	0,09	0,604691
SVEN_4121	0,09	0,6061052
SVEN_4504	0,09	0,6120737
SVEN_4374	0,09	0,6125196
SVEN_6805	0,09	0,6138139
SVEN_2526	0,09	0,6156796
SVEN_2196	0,09	0,6266284
SVEN_6959	0,09	0,6293653
SVEN_6404	0,09	0,6313326
SVEN_3190	0,09	0,6451157
SVEN_1705	0,09	0,6533394
SVEN_5421	0,09	0,6572179
SVEN_3300	0,09	0,6600289
SVEN_0948	0,09	0,6766223
SVEN_6340	0,09	0,6810683
SVEN_1998	0,09	0,6823526
SVEN_0502	0,09	0,6849829
SVEN_4102	0,09	0,6864598
SVEN_2245	0,09	0,6877623
SVEN_5208	0,09	0,6901594
SVEN_1886	0,09	0,6902356
SVEN_1641	0,09	0,6997913
SVEN_0776	0,09	0,7086596
SVEN_2676	0,09	0,7151441
SVEN_6513	0,09	0,7194358
SVEN_3135	0,09	0,7321111
SVEN_3809	0,09	0,737425
SVEN_0239	0,09	0,7488226
SVEN_3757	0,09	0,7515255
SVEN_0464	0,09	0,7789086
SVEN_3089	0,09	0,7845585
SVEN_0384	0,09	0,7950642
SVEN_6916	0,09	0,8265336
SVEN_3775	0,09	0,8319318
SVEN_5495	0,09	0,8540296
SVEN_2072	0,09	0,8573765
SVEN_3266	0,09	0,8622263
SVEN_7365	0,09	0,869778
SVEN_1386	0,09	0,8765027
SVEN_6718	0,09	0,8970089
SVEN_6345	0,09	0,8970605
SVEN_4729	0,09	0,906441
SVEN_0780	0,09	0,9124861
SVEN_5744	0,08	0,2097895
SVEN_3645	0,08	0,2520108
SVEN_1455	0,08	0,2647844
SVEN_2705	0,08	0,2926048
SVEN_4838	0,08	0,2943174
SVEN_3407	0,08	0,3049458
SVEN_5857	0,08	0,3508188
SVEN_0211	0,08	0,3543205
SVEN_2170	0,08	0,3577383
SVEN_6141	0,08	0,3633929
SVEN_1944	0,08	0,363814
SVEN_2371	0,08	0,3659044
SVEN_5510	0,08	0,3743108
SVEN_4557	0,08	0,3746095
SVEN_0587	0,08	0,3746892
SVEN_2733	0,08	0,3855234
SVEN_0580	0,08	0,3856585
SVEN_5972	0,08	0,3933149
SVEN_2109	0,08	0,4013259
SVEN_2674	0,08	0,4134916
SVEN_3581	0,08	0,4152923
SVEN_2334	0,08	0,4245878
SVEN_2268	0,08	0,426708
SVEN_5191	0,08	0,4281482
SVEN_6318	0,08	0,4350348
SVEN_5868	0,08	0,4382334
SVEN_4604	0,08	0,4384131
SVEN_1707	0,08	0,4467568
SVEN_2714	0,08	0,4475831
SVEN_2447	0,08	0,4490583
SVEN_3703	0,08	0,4571341
SVEN_1690	0,08	0,4640778
SVEN_3894	0,08	0,4670895
SVEN_5819	0,08	0,4819856
SVEN_0347	0,08	0,4829345
SVEN_4556	0,08	0,4845903
SVEN_5587	0,08	0,5031331
SVEN_2429	0,08	0,5035853
SVEN_6497	0,08	0,503972
SVEN_1947	0,08	0,5108172
SVEN_2364	0,08	0,5143683
SVEN_2599	0,08	0,5211698
SVEN_5030	0,08	0,5303326
SVEN_6517	0,08	0,5434044
SVEN_4578	0,08	0,5443576
SVEN_1268	0,08	0,5500322
SVEN_1193	0,08	0,5656319
SVEN_0528	0,08	0,5663589
SVEN_2231	0,08	0,5813233
SVEN_6750	0,08	0,5821798
SVEN_6563	0,08	0,589991
SVEN_0837	0,08	0,6005325
SVEN_2202	0,08	0,6069004
SVEN_5738	0,08	0,6189095
SVEN_1719	0,08	0,6248796
SVEN_6156	0,08	0,6264254
SVEN_7388	0,08	0,6280784
SVEN_3903	0,08	0,6287917
SVEN_0566	0,08	0,6308679
SVEN_4062	0,08	0,6468965
SVEN_t60	0,08	0,6479193
SVEN_3832	0,08	0,6492619
SVEN_3596	0,08	0,6531754
SVEN_6786	0,08	0,6679311
SVEN_6896	0,08	0,6717215
SVEN_1913	0,08	0,6757054
SVEN_4799	0,08	0,6928255
SVEN_0617	0,08	0,7087242
SVEN_5281	0,08	0,7143267
SVEN_5796	0,08	0,7258154
SVEN_2029	0,08	0,7279588
SVEN_1700	0,08	0,7327217
SVEN_1883	0,08	0,739705
SVEN_6519	0,08	0,7464293
SVEN_4915	0,08	0,7492186
SVEN_5178	0,08	0,7663867
SVEN_7204	0,08	0,7732411
SVEN_0704	0,08	0,7744
SVEN_3657	0,08	0,7854181
SVEN_7244	0,08	0,7882291
SVEN_1000	0,08	0,7936853
SVEN_4755	0,08	0,7939923
SVEN_1607	0,08	0,8007428
SVEN_1976	0,08	0,8118955
SVEN_7087	0,08	0,8171586
SVEN_5805	0,08	0,8208312
SVEN_0987	0,08	0,8221528
SVEN_4071	0,08	0,8242791
SVEN_4824	0,08	0,8251361
SVEN_1025	0,08	0,8317346
SVEN_0094	0,08	0,8430147
SVEN_3097	0,08	0,8676914
SVEN_1369	0,08	0,8671193
SVEN_6075	0,08	0,8694137
SVEN_0749	0,08	0,8719081
SVEN_7221	0,08	0,8766747
SVEN_0626	0,08	0,8787164
SVEN_7341	0,08	0,8812198
SVEN_3100	0,08	0,8866837
SVEN_4077	0,08	0,8964211
SVEN_3312	0,08	0,9070717
SVEN_7268	0,08	0,91018
SVEN_5066	0,08	0,9145286
SVEN_6532	0,08	0,9175839
SVEN_0335	0,08	0,9245021
SVEN_7104	0,08	0,9316187
SVEN_4648	0,08	0,9452271
SVEN_2260	0,08	0,9455384
SVEN_1682	0,08	0,952765
SVEN_6066	0,08	0,955923
SVEN_2926	0,07	0,3093935
SVEN_5164	0,07	0,3345591
SVEN_2748	0,07	0,3363841
SVEN_4261	0,07	0,3383325
SVEN_1112	0,07	0,3540203
SVEN_3404	0,07	0,3785889
SVEN_4806	0,07	0,3843029
SVEN_3341	0,07	0,3949002
SVEN_2401	0,07	0,4041812
SVEN_3970	0,07	0,4043611
SVEN_2542	0,07	0,4048433
SVEN_3677	0,07	0,4370811
SVEN_1145	0,07	0,439272
SVEN_5027	0,07	0,4436146
SVEN_2369	0,07	0,4437919
SVEN_3301	0,07	0,4452506
SVEN_5009	0,07	0,4721847
SVEN_3131	0,07	0,4727635
SVEN_2456	0,07	0,4738225
SVEN_4723	0,07	0,4783756
SVEN_2516	0,07	0,4802616
SVEN_4411	0,07	0,4839986
SVEN_0908	0,07	0,4896169
SVEN_1550	0,07	0,4944104
SVEN_3684	0,07	0,4957814
SVEN_4442	0,07	0,4975705
SVEN_0209	0,07	0,4986706
SVEN_3314	0,07	0,5049079
SVEN_5111	0,07	0,5066837
SVEN_3972	0,07	0,5080573
SVEN_1596	0,07	0,5097622
SVEN_5509	0,07	0,5104552
SVEN_2639	0,07	0,5269143
SVEN_3055	0,07	0,5314216
SVEN_4456	0,07	0,5327651
SVEN_3028	0,07	0,5369166
SVEN_1580	0,07	0,543982
SVEN_3282	0,07	0,5490019
SVEN_1797	0,07	0,5514565
SVEN_0904	0,07	0,5573403
SVEN_5860	0,07	0,5625124
SVEN_4210	0,07	0,5636696
SVEN_2173	0,07	0,5637934
SVEN_4030	0,07	0,5676133
SVEN_5119	0,07	0,5687728
SVEN_6147	0,07	0,5772458
SVEN_4735	0,07	0,5806977
SVEN_4815	0,07	0,5820137
SVEN_5274	0,07	0,5911943
SVEN_5385	0,07	0,5934622
SVEN_2942	0,07	0,5937954
SVEN_2295	0,07	0,6045036
SVEN_6289	0,07	0,6054746
SVEN_2338	0,07	0,6070716
SVEN_1148	0,07	0,6085201
SVEN_4716	0,07	0,6087966
SVEN_4117	0,07	0,6122379
SVEN_6356	0,07	0,6128938
SVEN_0410	0,07	0,6299791
SVEN_7272	0,07	0,6335642
SVEN_1395	0,07	0,6467209
SVEN_2690	0,07	0,6569642
SVEN_2907	0,07	0,6584083
SVEN_0773	0,07	0,6593367
SVEN_5759	0,07	0,6607577
SVEN_5580	0,07	0,6642486
SVEN_2501	0,07	0,6744968
SVEN_t8	0,07	0,6790475
SVEN_7437	0,07	0,6793564
SVEN_3150	0,07	0,6934663
SVEN_1678	0,07	0,7014986
SVEN_6053	0,07	0,7115217
SVEN_3786	0,07	0,737124
SVEN_7334	0,07	0,7435512
SVEN_0656	0,07	0,7573293
SVEN_6789	0,07	0,7591885
SVEN_4753	0,07	0,7608264
SVEN_0526	0,07	0,7630774
SVEN_3388	0,07	0,7661491
SVEN_7305	0,07	0,7661831
SVEN_2529	0,07	0,7785863
SVEN_5416	0,07	0,7787152
SVEN_3287	0,07	0,7829495
SVEN_4681	0,07	0,7857821
SVEN_1974	0,07	0,7956876
SVEN_4271	0,07	0,7982448
SVEN_6212	0,07	0,7984688
SVEN_2782	0,07	0,8109703
SVEN_5140	0,07	0,820127
SVEN_7242	0,07	0,8331564
SVEN_3765	0,07	0,8381525
SVEN_1920	0,07	0,8383028
SVEN_0295	0,07	0,8390419
SVEN_3327	0,07	0,858827
SVEN_3617	0,07	0,9010266
SVEN_7119	0,07	0,8741706
SVEN_4085	0,07	0,8828589
SVEN_6479	0,07	0,9036871
SVEN_6230	0,07	0,9300766
SVEN_7373	0,07	0,944304
SVEN_0805	0,07	0,9498469
SVEN_3830	0,07	0,9521801
SVEN_3203	0,06	0,444303
SVEN_3175	0,06	0,4779072
SVEN_1738	0,06	0,4856016
SVEN_4495	0,06	0,4913165
SVEN_3964	0,06	0,4924719
SVEN_6503	0,06	0,4934128
SVEN_3183	0,06	0,494264
SVEN_3683	0,06	0,5128547
SVEN_1402	0,06	0,5130498
SVEN_4459	0,06	0,5180566
SVEN_2006	0,06	0,525922
SVEN_2563	0,06	0,5442389
SVEN_0162	0,06	0,5474931
SVEN_1433	0,06	0,5701978
SVEN_5110	0,06	0,5721927
SVEN_0099	0,06	0,5758228
SVEN_3557	0,06	0,5858816
SVEN_1945	0,06	0,5883178
SVEN_2781	0,06	0,5985026
SVEN_0432	0,06	0,6009137
SVEN_2722	0,06	0,6023354
SVEN_6897	0,06	0,6186774
SVEN_1091	0,06	0,6294748
SVEN_1372	0,06	0,6295776
SVEN_1825	0,06	0,631882
SVEN_0342	0,06	0,6334347
SVEN_0024	0,06	0,6340104
SVEN_4667	0,06	0,6348374
SVEN_6058	0,06	0,6369336
SVEN_4872	0,06	0,6451645
SVEN_0740	0,06	0,6463225
SVEN_2028	0,06	0,6501302
SVEN_2179	0,06	0,6516884
SVEN_2892	0,06	0,6528763
SVEN_4747	0,06	0,6579459
SVEN_0221	0,06	0,6675761
SVEN_5781	0,06	0,6678668
SVEN_5535	0,06	0,6687651
SVEN_1090	0,06	0,6688329
SVEN_0212	0,06	0,6792949
SVEN_7308	0,06	0,6798711
SVEN_3750	0,06	0,6799744
SVEN_1829	0,06	0,6835931
SVEN_1503	0,06	0,7012528
SVEN_5930	0,06	0,7236714
SVEN_3533	0,06	0,7407214
SVEN_1208	0,06	0,7421237
SVEN_5244	0,06	0,742776
SVEN_6848	0,06	0,743092
SVEN_1610	0,06	0,7444089
SVEN_0176	0,06	0,7458224
SVEN_1075	0,06	0,7559494
SVEN_6589	0,06	0,7563698
SVEN_2915	0,06	0,762536
SVEN_3132	0,06	0,7651464
SVEN_5356	0,06	0,7661306
SVEN_0027	0,06	0,7686831
SVEN_6021	0,06	0,7709027
SVEN_0401	0,06	0,7918865
SVEN_3573	0,06	0,8011066
SVEN_7338	0,06	0,8178633
SVEN_1291	0,06	0,8197208
SVEN_0001	0,06	0,8253067
SVEN_2430	0,06	0,8287634
SVEN_0476	0,06	0,8307387
SVEN_0940	0,06	0,8379773
SVEN_6482	0,06	0,8483204
SVEN_0086	0,06	0,8524029
SVEN_4881	0,06	0,854401
SVEN_5686	0,06	0,8560256
SVEN_0200	0,06	0,8593872
SVEN_3090	0,06	0,8680596
SVEN_5574	0,06	0,8735059
SVEN_0645	0,06	0,8773004
SVEN_1440	0,06	0,8792026
SVEN_5602	0,06	0,8873688
SVEN_3500	0,06	0,8874592
SVEN_3613	0,06	0,8941757
SVEN_1968	0,06	0,8791681
SVEN_7287	0,06	0,8894028
SVEN_2157	0,06	0,8978452
SVEN_0608	0,06	0,90085
SVEN_5887	0,06	0,9021289
SVEN_2000	0,06	0,9051165
SVEN_1661	0,06	0,9134418
SVEN_2585	0,06	0,9181518
SVEN_1466	0,06	0,9186465
SVEN_1839	0,06	0,9232085
SVEN_1754	0,06	0,9237597
SVEN_0914	0,06	0,9254713
SVEN_3819	0,06	0,9315616
SVEN_4078	0,06	0,943018
SVEN_5463	0,06	0,9551441
SVEN_3099	0,06	0,9701347
SVEN_4706	0,05	0,4830741
SVEN_2732	0,05	0,5038801
SVEN_3261	0,05	0,5370451
SVEN_5973	0,05	0,5390905
SVEN_3711	0,05	0,5513996
SVEN_1121	0,05	0,5697426
SVEN_5276	0,05	0,5738576
SVEN_3389	0,05	0,576922
SVEN_2751	0,05	0,5797552
SVEN_4323	0,05	0,5837721
SVEN_2898	0,05	0,5940433
SVEN_2300	0,05	0,6040364
SVEN_1069	0,05	0,6071562
SVEN_1273	0,05	0,6083273
SVEN_5548	0,05	0,6180039
SVEN_2700	0,05	0,6195768
SVEN_2352	0,05	0,6196439
SVEN_3243	0,05	0,6200624
SVEN_5467	0,05	0,6226318
SVEN_0766	0,05	0,6242048
SVEN_4605	0,05	0,6242105
SVEN_5349	0,05	0,6317377
SVEN_3396	0,05	0,633987
SVEN_3950	0,05	0,6341176
SVEN_0106	0,05	0,6373978
SVEN_0945	0,05	0,6377254
SVEN_5039	0,05	0,6398393
SVEN_1703	0,05	0,6563565
SVEN_6384	0,05	0,665083
SVEN_2207	0,05	0,6693379
SVEN_4178	0,05	0,6703025
SVEN_1371	0,05	0,6705733
SVEN_2645	0,05	0,6728768
SVEN_4955	0,05	0,6772883
SVEN_2726	0,05	0,680859
SVEN_7387	0,05	0,6844464
SVEN_3844	0,05	0,7013273
SVEN_3732	0,05	0,7061494
SVEN_6284	0,05	0,7136632
SVEN_3551	0,05	0,7141636
SVEN_2054	0,05	0,7145683
SVEN_2242	0,05	0,7202603
SVEN_4293	0,05	0,721729
SVEN_0308	0,05	0,7290614
SVEN_0529	0,05	0,7333304
SVEN_6544	0,05	0,7341285
SVEN_0982	0,05	0,7344452
SVEN_2999	0,05	0,7360934
SVEN_2431	0,05	0,7487432
SVEN_0569	0,05	0,749396
SVEN_4614	0,05	0,7545232
SVEN_1624	0,05	0,766676
SVEN_4961	0,05	0,7681397
SVEN_2512	0,05	0,7715612
SVEN_6545	0,05	0,7819875
SVEN_0655	0,05	0,7918964
SVEN_1456	0,05	0,7923229
SVEN_3061	0,05	0,7967281
SVEN_1064	0,05	0,8008378
SVEN_4509	0,05	0,8046572
SVEN_6607	0,05	0,8163409
SVEN_1394	0,05	0,8194099
SVEN_0015	0,05	0,8229668
SVEN_4528	0,05	0,8255021
SVEN_5956	0,05	0,83
SVEN_2658	0,05	0,8306904
SVEN_1604	0,05	0,832089
SVEN_1040	0,05	0,8408434
SVEN_3149	0,05	0,8440515
SVEN_0983	0,05	0,844155
SVEN_1029	0,05	0,84724
SVEN_7254	0,05	0,8500498
SVEN_0119	0,05	0,8576581
SVEN_1274	0,05	0,8584071
SVEN_2009	0,05	0,8601279
SVEN_1207	0,05	0,8626286
SVEN_2167	0,05	0,8627843
SVEN_5871	0,05	0,8713167
SVEN_0142	0,05	0,873204
SVEN_6900	0,05	0,8742315
SVEN_5779	0,05	0,9061816
SVEN_3111	0,05	0,907664
SVEN_2114	0,05	0,9102121
SVEN_6835	0,05	0,9482775
SVEN_6395	0,05	0,8973795
SVEN_2687	0,05	0,9047534
SVEN_2454	0,05	0,90677
SVEN_2121	0,05	0,9561843
SVEN_6263	0,05	0,9608451
SVEN_7004	0,05	0,9645058
SVEN_5621	0,05	0,9704003
SVEN_5149	0,04	0,5817732
SVEN_3318	0,04	0,6012894
SVEN_0857	0,04	0,6018406
SVEN_3709	0,04	0,6133545
SVEN_5581	0,04	0,6184667
SVEN_1071	0,04	0,6304047
SVEN_6302	0,04	0,6350236
SVEN_3921	0,04	0,6357308
SVEN_3558	0,04	0,6442622
SVEN_1477	0,04	0,6482549
SVEN_3691	0,04	0,6569248
SVEN_4790	0,04	0,6592824
SVEN_2052	0,04	0,6608484
SVEN_3438	0,04	0,6624707
SVEN_1884	0,04	0,6633594
SVEN_1739	0,04	0,6638803
SVEN_5496	0,04	0,6642818
SVEN_3685	0,04	0,6730052
SVEN_4207	0,04	0,673716
SVEN_4147	0,04	0,6839823
SVEN_3383	0,04	0,6850643
SVEN_5939	0,04	0,6867548
SVEN_4410	0,04	0,6879378
SVEN_1374	0,04	0,6922182
SVEN_4589	0,04	0,6947267
SVEN_4555	0,04	0,7013502
SVEN_6388	0,04	0,7065684
SVEN_1689	0,04	0,7083104
SVEN_2808	0,04	0,7110678
SVEN_4132	0,04	0,715645
SVEN_2402	0,04	0,7165889
SVEN_5557	0,04	0,7213452
SVEN_3408	0,04	0,721728
SVEN_1710	0,04	0,7241029
SVEN_1722	0,04	0,725921
SVEN_3912	0,04	0,7306998
SVEN_5278	0,04	0,7322079
SVEN_3413	0,04	0,7387679
SVEN_2279	0,04	0,7427669
SVEN_3400	0,04	0,7481964
SVEN_3353	0,04	0,7516207
SVEN_4305	0,04	0,7557688
SVEN_4982	0,04	0,7638758
SVEN_2507	0,04	0,7665342
SVEN_4006	0,04	0,7687516
SVEN_0568	0,04	0,7696711
SVEN_0484	0,04	0,7705183
SVEN_3881	0,04	0,7711228
SVEN_2316	0,04	0,7757381
SVEN_7050	0,04	0,7806577
SVEN_4298	0,04	0,7830622
SVEN_0149	0,04	0,7868069
SVEN_3941	0,04	0,7874385
SVEN_2551	0,04	0,7879823
SVEN_3361	0,04	0,7915251
SVEN_4229	0,04	0,7919125
SVEN_6028	0,04	0,7967168
SVEN_1345	0,04	0,8019952
SVEN_4467	0,04	0,8051752
SVEN_3705	0,04	0,8118555
SVEN_4718	0,04	0,818769
SVEN_5181	0,04	0,8227811
SVEN_5500	0,04	0,8400436
SVEN_5925	0,04	0,8422189
SVEN_3197	0,04	0,8438724
SVEN_2635	0,04	0,8471904
SVEN_4277	0,04	0,855717
SVEN_4223	0,04	0,8621435
SVEN_6408	0,04	0,8630825
SVEN_6087	0,04	0,8669783
SVEN_7285	0,04	0,8699412
SVEN_0660	0,04	0,8760594
SVEN_4181	0,04	0,8791879
SVEN_2493	0,04	0,8823515
SVEN_5112	0,04	0,8879701
SVEN_4215	0,04	0,8945358
SVEN_1342	0,04	0,896876
SVEN_4445	0,04	0,9019277
SVEN_4513	0,04	0,9032205
SVEN_4144	0,04	0,9087454
SVEN_0254	0,04	0,9104002
SVEN_6866	0,04	0,9154847
SVEN_r4	0,04	0,9683543
SVEN_0063	0,04	0,9138797
SVEN_6613	0,04	0,9141994
SVEN_1583	0,04	0,936382
SVEN_3935	0,04	0,9391484
SVEN_5707	0,04	0,9434896
SVEN_6744	0,04	0,9453839
SVEN_6939	0,04	0,9472719
SVEN_5584	0,04	0,9517551
SVEN_0518	0,04	0,9541206
SVEN_7115	0,04	0,9573646
SVEN_2163	0,04	0,957612
SVEN_2266	0,04	0,9601047
SVEN_0627	0,04	0,9641354
SVEN_6934	0,04	0,9731396
SVEN_5604	0,04	0,9741536
SVEN_1861	0,03	0,6505113
SVEN_3825	0,03	0,6588857
SVEN_3339	0,03	0,6662332
SVEN_3656	0,03	0,6721671
SVEN_3632	0,03	0,6908186
SVEN_0588	0,03	0,6912459
SVEN_5071	0,03	0,709665
SVEN_2372	0,03	0,7220157
SVEN_1218	0,03	0,7297467
SVEN_3076	0,03	0,7329401
SVEN_6146	0,03	0,7341734
SVEN_4330	0,03	0,7422159
SVEN_4339	0,03	0,7489428
SVEN_6314	0,03	0,7505798
SVEN_3121	0,03	0,7584021
SVEN_3244	0,03	0,7587553
SVEN_7031	0,03	0,7595332
SVEN_6938	0,03	0,7625311
SVEN_2022	0,03	0,7668611
SVEN_2211	0,03	0,7678159
SVEN_2774	0,03	0,7714667
SVEN_3424	0,03	0,7759409
SVEN_3731	0,03	0,7764182
SVEN_1011	0,03	0,7809954
SVEN_4611	0,03	0,7850455
SVEN_6924	0,03	0,7853383
SVEN_4131	0,03	0,7865651
SVEN_7020	0,03	0,7916742
SVEN_2347	0,03	0,7935076
SVEN_3366	0,03	0,7974192
SVEN_6019	0,03	0,7989256
SVEN_2600	0,03	0,7999411
SVEN_0236	0,03	0,8048298
