logFC	FDR	gene	add_variable
-0,3804	0,010259	SCO0449	liquid culture
-0,1877	0,281919	SCO1904	liquid culture
-0,8457	0,001079	SCO4922	liquid culture
-0,3825	0,033894	SCO1338	liquid culture
-2,1493	0	SCO4703	liquid culture
-0,5468	0,002631	SCO0879	liquid culture
0,7984	2,90E-05	SCO1141	liquid culture
0,0302	0,915504	SCO6483	liquid culture
4,7496	0	SCO7460	liquid culture
-0,7045	0,000174	SCO6347	liquid culture
2,2595	0	SCO4557	liquid culture
0,7065	0,001212	SCO5978	liquid culture
-0,1576	0,470702	SCO7323	liquid culture
-0,7435	0,000736	SCO0500	liquid culture
0,9778	0,000311	SCO5828	liquid culture
-0,2688	0,194597	SCO0829	liquid culture
0,1923	0,387986	SCO3129	liquid culture
0,2192	0,187167	SCO5713	liquid culture
0,0561	0,81111	SCO0450	liquid culture
-0,1175	0,599134	SCO6614	liquid culture
0,5355	0,000619	SCO0714	liquid culture
-1,6663	0	SCO3854	liquid culture
0,1835	0,362273	SCO7092	liquid culture
-1,0607	0,00053	SCO2770	liquid culture
1,2532	2,00E-06	SCO7233	liquid culture
-0,1589	0,432957	SCO6787	liquid culture
-0,3615	0,082558	SCO2171	liquid culture
0,0539	0,847147	SCO1261	liquid culture
-0,0582	0,807672	SCO4435	liquid culture
1,6078	3,00E-06	SCO1833	liquid culture
0,0168	0,946364	SCO7265	liquid culture
-0,3205	0,185614	SCO0041	liquid culture
-0,4314	0,011592	SCO6152	liquid culture
0,4339	0,008174	SCO7142	liquid culture
-0,1592	0,419165	SCO0351	liquid culture
-0,9485	0,000215	SCO3930	liquid culture
0,2017	0,381583	SCO5146	liquid culture
0,264	0,276573	SCO7177	liquid culture
0,6315	7,60E-05	SCO5278	liquid culture
0,4081	0,059988	SCO6082	liquid culture
-0,5809	0,000835	SCO5231	liquid culture
-0,1891	0,349962	SCO7626	liquid culture
0,4031	0,005318	SCO7649	liquid culture
-0,4158	0,036447	SCO2998	liquid culture
1,5553	0	SCO7168	liquid culture
-0,0108	0,963505	SCO7209	liquid culture
-0,3759	0,05114	SCO7378	liquid culture
0,7629	4,40E-05	SCO0928	liquid culture
1,4035	0	SCO6930	liquid culture
0,0864	0,704441	SCO7748	liquid culture
-0,7382	1,30E-05	SCO0788	liquid culture
-0,28	0,114541	SCO3046	liquid culture
-0,3961	0,118087	SCO7082	liquid culture
0,8572	5,00E-05	SCO2942	liquid culture
-0,1245	0,561904	SCO3044	liquid culture
0,7749	8,10E-05	SCO7632	liquid culture
0,0952	0,672766	SCO7182	liquid culture
-0,0481	0,844928	SCO6789	liquid culture
-0,2607	0,138712	SCO2709	liquid culture
1,1128	2,00E-06	SCO4821	liquid culture
-0,1521	0,441411	SCO6015	liquid culture
-1,0029	1,40E-05	SCO2332	liquid culture
-0,1662	0,428258	SCO7360	liquid culture
1,0521	1,00E-06	SCO1994	liquid culture
0,5495	0,002547	SCO6346	liquid culture
-0,0417	0,871172	SCO3208	liquid culture
0,2536	0,102604	SCO6246	liquid culture
-0,6459	0,000833	SCO0295	liquid culture
0,4313	0,016406	SCO6710	liquid culture
-0,9927	0,000756	SCO6879	liquid culture
1,2339	8,20E-05	SCO7475	liquid culture
-0,4572	0,001321	SCO3405	liquid culture
0,2754	0,068908	SCO2540	liquid culture
-1,582	0	SCO4137	liquid culture
0,7208	7,00E-06	SCO6522	liquid culture
0,6254	0,002427	SCO4006	liquid culture
0,3043	0,060096	SCO5263	liquid culture
0,4796	0,00679	SCO5459	liquid culture
2,0435	0	SCO2621	liquid culture
2,0322	0	SCO1200	liquid culture
-0,0788	0,734981	SCO7354	liquid culture
-0,6775	6,40E-05	SCO2278	liquid culture
2,4691	0	SCO4280	liquid culture
-0,0464	0,856842	SCO0709	liquid culture
0,5678	0,000185	SCO0546	liquid culture
-0,5392	0,000262	SCO2264	liquid culture
1,0097	1,00E-06	SCO5397	liquid culture
-0,066	0,818808	SCO0941	liquid culture
-0,2305	0,198253	SCO5308	liquid culture
0,6863	0,000538	SCO7431	liquid culture
0,1102	0,646981	SCO7745	liquid culture
-0,1249	0,625986	SCO5939	liquid culture
-0,0548	0,81622	SCO1273	liquid culture
-1,0782	7,00E-06	SCO3987	liquid culture
-0,1162	0,597099	SCO2698	liquid culture
0,1674	0,382889	SCO6746	liquid culture
0,5936	0,026641	SCO3001	liquid culture
0,4971	0,007013	SCO6464	liquid culture
-0,694	0,001892	SCO4693	liquid culture
0,0427	0,884702	SCO6186	liquid culture
-0,0997	0,669762	SCO4361	liquid culture
0,094	0,686841	SCO3200	liquid culture
-0,967	0,000116	SCO3265	liquid culture
-1,0545	2,30E-05	SCO3462	liquid culture
0,1415	0,541463	SCO3281	liquid culture
-0,1245	0,561701	SCO6513	liquid culture
-0,7189	0,004923	SCO7312	liquid culture
0,1669	0,404998	SCO4507	liquid culture
0,3807	0,0366	SCO4592	liquid culture
0,4296	0,035012	SCO7066	liquid culture
-0,4715	0,008936	SCO2289	liquid culture
-0,8181	3,20E-05	SCO0791	liquid culture
-0,1713	0,360087	SCO3688	liquid culture
1,6648	0	SCO5441	liquid culture
-1,6542	0	SCO4724	liquid culture
0,7489	8,00E-05	SCO5870	liquid culture
0,7267	0,000244	SCO6105	liquid culture
1,3388	0	SCO5892	liquid culture
-0,6843	0,000137	SCO1493	liquid culture
1,6624	1,00E-06	SCO5456	liquid culture
1,7165	1,00E-06	SCO0170	liquid culture
-0,582	0,002346	SCO0221	liquid culture
-1,0474	1,00E-06	SCO3886	liquid culture
0,1178	0,59076	SCO1069	liquid culture
-0,8548	1,00E-06	SCO0410	liquid culture
-0,7868	1,10E-05	SCO5062	liquid culture
-0,8184	5,70E-05	SCO2326	liquid culture
-0,5579	0,008185	SCO4582	liquid culture
-0,1707	0,448259	SCO1461	liquid culture
0,6524	0,000337	SCO6671	liquid culture
1,9516	0	SCO0990	liquid culture
-1,1243	2,00E-06	SCO4647	liquid culture
0,9043	1,00E-06	SCO2764	liquid culture
-0,7482	1,00E-05	SCO3623	liquid culture
2,7191	0	SCO4468	liquid culture
0,2752	0,127369	SCO0722	liquid culture
0,177	0,365129	SCO5292	liquid culture
-0,3632	0,109522	SCO7490	liquid culture
-0,3954	0,01179	SCO0125	liquid culture
0,6665	0,00024	SCO5017	liquid culture
-1,0271	5,00E-06	SCO1882	liquid culture
-4,00E-04	0,998733	SCO0134	liquid culture
-0,1905	0,324688	SCO3666	liquid culture
-1,4174	0	SCO0903	liquid culture
-0,3058	0,115237	SCO0691	liquid culture
0,166	0,539768	SCO7627	liquid culture
-0,4996	0,007655	SCO7544	liquid culture
-0,222	0,157405	SCO2244	liquid culture
1,3028	0	SCO3202	liquid culture
0,0151	0,950976	SCO4378	liquid culture
2,5335	0	SCO3851	liquid culture
-0,7268	2,70E-05	SCO6131	liquid culture
-0,5241	0,02215	SCO7405	liquid culture
-0,547	0,013622	SCO6859	liquid culture
0,1018	0,671714	SCO6536	liquid culture
0,4117	0,060009	SCO2402	liquid culture
-1,1881	2,40E-05	SCO3583	liquid culture
-1,1201	1,80E-05	SCO2629	liquid culture
-0,2038	0,453803	SCO6801	liquid culture
0,7307	0,000156	SCO1551	liquid culture
-1,0432	0,001469	SCO3516	liquid culture
-0,2707	0,140018	SCO0501	liquid culture
-0,6129	0,002138	SCO4214	liquid culture
0,0837	0,729784	SCO4201	liquid culture
-1,6514	0	SCO0061	liquid culture
-0,0555	0,839902	SCO7523	liquid culture
2,4289	0	SCO6939	liquid culture
-0,4717	0,002942	SCO5786	liquid culture
-0,6283	0,001909	SCO1608	liquid culture
-0,3134	0,043062	SCO5462	liquid culture
-0,7369	6,20E-05	SCO7159	liquid culture
-0,2103	0,243575	SCO4381	liquid culture
0,3562	0,063713	SCO7663	liquid culture
-0,8137	6,00E-06	SCO6070	liquid culture
0,1795	0,354594	SCO5915	liquid culture
0,1453	0,518432	SCO6919	liquid culture
1,9899	0	SCO0607	liquid culture
-1,0951	0,000285	SCO1327	liquid culture
-1,0679	1,20E-05	SCO4699	liquid culture
1,0033	1,00E-06	SCO1165	liquid culture
-0,7853	0,004499	SCO7373	liquid culture
-0,3445	0,02154	SCO3636	liquid culture
-0,1263	0,634346	SCO3748	liquid culture
-1,7981	0	SCO1963	liquid culture
1,117	4,00E-06	SCO5005	liquid culture
0,2808	0,12557	SCO6479	liquid culture
0,2612	0,260334	SCO1317	liquid culture
-0,3234	0,337947	SCO7742	liquid culture
-0,4685	0,029693	SCO7491	liquid culture
1,081	1,00E-06	SCO5173	liquid culture
-1,1346	0	SCO3730	liquid culture
1,6436	1,00E-06	SCO6727	liquid culture
-0,7465	0,000655	SCO4455	liquid culture
-0,4897	0,036516	SCO7172	liquid culture
-0,3636	0,017358	SCO2685	liquid culture
-0,4598	0,003135	SCO5871	liquid culture
0,3235	0,03973	SCO6169	liquid culture
0,2595	0,233168	SCO7187	liquid culture
-0,5433	0,001091	SCO7276	liquid culture
0,6592	0,001367	SCO7023	liquid culture
0,6572	0,002544	SCO2883	liquid culture
-0,9809	0	SCO2746	liquid culture
0,0318	0,916919	SCO5577	liquid culture
-0,8929	0,001266	SCO6874	liquid culture
0,8687	2,00E-06	SCO4410	liquid culture
-0,4008	0,00561	SCO4911	liquid culture
-0,8376	2,60E-05	SCO4521	liquid culture
0,3381	0,092179	SCO6073	liquid culture
1,4747	1,40E-05	SCO1868	liquid culture
0,2243	0,464144	SCO4040	liquid culture
3,8954	0	SCO4894	liquid culture
-0,1717	0,466872	SCO2432	liquid culture
-0,2617	0,105537	SCO3954	liquid culture
0,3187	0,106278	SCO5324	liquid culture
0,0829	0,722109	SCO3592	liquid culture
-0,0749	0,746448	SCO0693	liquid culture
1,6811	0	SCO6040	liquid culture
-1,6597	1,00E-06	SCO0552	liquid culture
-1,1386	7,00E-05	SCO4646	liquid culture
0,2007	0,286756	SCO0375	liquid culture
0,1256	0,58177	SCO6251	liquid culture
0,3445	0,021434	SCO5387	liquid culture
-1,0166	3,00E-06	SCO5003	liquid culture
0,8587	9,90E-05	SCO0763	liquid culture
0,1452	0,522473	SCO7501	liquid culture
-0,3762	0,02108	SCO2033	liquid culture
-0,0943	0,679293	SCO6884	liquid culture
-0,0777	0,734788	SCO3798	liquid culture
-0,2318	0,301765	SCO5424	liquid culture
-1,4869	0	SCO2606	liquid culture
-0,5608	7,30E-05	SCO0444	liquid culture
-0,3461	0,049209	SCO7435	liquid culture
-1,1768	0	SCO4659	liquid culture
0,5286	0,002382	SCO5591	liquid culture
-0,7341	0,001432	SCO1880	liquid culture
0,2873	0,100532	SCO6081	liquid culture
-0,2106	0,270822	SCO0377	liquid culture
-0,4844	0,002809	SCO3295	liquid culture
0,9174	4,00E-06	SCO4644	liquid culture
-0,3832	0,013188	SCO5482	liquid culture
-1,8824	1,00E-06	SCO4421	liquid culture
-0,3282	0,039566	SCO3279	liquid culture
0,0722	0,76296	SCO7344	liquid culture
0,2763	0,064407	SCO5149	liquid culture
-0,6618	3,70E-05	SCO4093	liquid culture
-0,089	0,695344	SCO7629	liquid culture
0,4462	0,018701	SCO4976	liquid culture
0,4003	0,018219	SCO1974	liquid culture
-0,5255	0,000681	SCO4439	liquid culture
-1,4861	0	SCO5036	liquid culture
-0,6419	0,001185	SCO2841	liquid culture
1,6096	1,00E-06	SCO6769	liquid culture
1,0265	1,50E-05	SCO3273	liquid culture
-0,9337	2,00E-06	SCO3368	liquid culture
-0,6077	3,90E-05	SCO3040	liquid culture
0,2296	0,223075	SCO6334	liquid culture
-0,5548	0,005301	SCO6063	liquid culture
-0,0287	0,903146	SCO1743	liquid culture
-1,0986	0,000107	SCO1124	liquid culture
0,1319	0,556357	SCO6597	liquid culture
-1,2587	0	SCO0332	liquid culture
1,6328	8,00E-06	SCO6935	liquid culture
-0,2477	0,21027	SCO1127	liquid culture
1,303	3,00E-05	SCO0512	liquid culture
-0,8562	5,00E-06	SCO0738	liquid culture
1,3253	0	SCO5622	liquid culture
-0,6052	0,005119	SCO5573	liquid culture
1,8781	2,00E-06	SCO3852	liquid culture
0,53	0,001932	SCO7105	liquid culture
0,7106	0,000305	SCO7072	liquid culture
-0,2934	0,112224	SCO6742	liquid culture
-0,6484	4,50E-05	SCO1607	liquid culture
-1,6959	8,00E-06	SCO7315	liquid culture
-0,3917	0,01109	SCO6555	liquid culture
-0,5344	0,125339	SCO0050	liquid culture
0,7684	0,000224	SCO6714	liquid culture
-0,2633	0,090547	SCO7069	liquid culture
2,1117	0	SCO3076	liquid culture
0,4339	0,018413	SCO2563	liquid culture
4,9773	0	SCO6624	liquid culture
-0,2701	0,130057	SCO0728	liquid culture
-0,117	0,643746	SCO0842	liquid culture
-0,0088	0,971194	SCO2592	liquid culture
0,3851	0,071421	SCO6032	liquid culture
-0,5727	0,008917	SCO0624	liquid culture
0,1688	0,490032	SCO7769	liquid culture
0,4394	0,0311	SCO2510	liquid culture
-0,2885	0,159373	SCO4697	liquid culture
-0,2624	0,154505	SCO5673	liquid culture
-0,3295	0,026487	SCO2417	liquid culture
0,0721	0,755253	SCO6667	liquid culture
-0,312	0,155403	SCO2032	liquid culture
0,0169	0,953298	SCO6080	liquid culture
-0,7823	8,80E-05	SCO1188	liquid culture
-0,422	0,012237	SCO2742	liquid culture
1,0323	0,000114	SCO7097	liquid culture
1,4144	9,00E-06	SCO2012	liquid culture
-0,7535	1,40E-05	SCO2902	liquid culture
-0,5779	0,003956	SCO2752	liquid culture
-0,0194	0,941319	SCO5505	liquid culture
1,5708	0	SCO1039	liquid culture
0,1697	0,413758	SCO6140	liquid culture
-0,201	0,366483	SCO6680	liquid culture
1,8476	0	SCO3819	liquid culture
-0,3424	0,060967	SCO3634	liquid culture
1,3411	3,00E-06	SCO2802	liquid culture
-0,2783	0,152163	SCO0035	liquid culture
-0,1687	0,378857	SCO7476	liquid culture
-0,5125	0,03049	SCO3530	liquid culture
0,2338	0,134673	SCO3370	liquid culture
-0,5373	0,013555	SCO2022	liquid culture
0,4396	0,005349	SCO6295	liquid culture
0,0248	0,922648	SCO0832	liquid culture
0,5162	0,058707	SCO0417	liquid culture
-0,263	0,176136	SCO4325	liquid culture
-0,112	0,617352	SCO4909	liquid culture
-2,6718	0	SCO3276	liquid culture
-0,9132	0,000553	SCO2018	liquid culture
-0,6045	0,007244	SCO7445	liquid culture
-0,644	0,000153	SCO6496	liquid culture
-1,4261	0	SCO4092	liquid culture
0,2698	0,168609	SCO3449	liquid culture
-0,2267	0,159603	SCO0926	liquid culture
0,2015	0,279982	SCO7421	liquid culture
-0,2735	0,101805	SCO4665	liquid culture
0,5299	0,02742	SCO0775	liquid culture
-0,4322	0,070623	SCO6261	liquid culture
0,3398	0,020974	SCO0700	liquid culture
-0,2822	0,042956	SCO2190	liquid culture
-0,4576	0,007214	SCO1258	liquid culture
0,8238	0,000125	SCO7549	liquid culture
-0,3662	0,026541	SCO3455	liquid culture
0,1689	0,483245	SCO6963	liquid culture
0,0063	0,979537	SCO5171	liquid culture
0,7573	0,00091	SCO1003	liquid culture
-0,0419	0,864495	SCO1052	liquid culture
-0,9363	3,00E-06	SCO4891	liquid culture
-0,1358	0,534631	SCO6706	liquid culture
1,1835	0	SCO1497	liquid culture
0,3631	0,017595	SCO1931	liquid culture
0,483	0,020567	SCO6361	liquid culture
-0,0019	0,99387	SCO7669	liquid culture
-0,3906	0,009163	SCO1429	liquid culture
-0,5509	0,000277	SCO1527	liquid culture
0,3071	0,12516	SCO2888	liquid culture
-0,0814	0,751445	SCO1897	liquid culture
1,2053	3,10E-05	SCO2201	liquid culture
0,8538	1,90E-05	SCO7516	liquid culture
-0,527	0,000864	SCO0948	liquid culture
0,5339	0,013742	SCO7278	liquid culture
0,2791	0,157827	SCO5150	liquid culture
-0,5619	0,000185	SCO1769	liquid culture
-1,3203	4,00E-06	SCO2480	liquid culture
-0,2019	0,273903	SCO5712	liquid culture
1,0669	2,00E-06	SCO6475	liquid culture
-0,3286	0,126737	SCO6578	liquid culture
-0,748	9,80E-05	SCO1413	liquid culture
-0,1927	0,377356	SCO5964	liquid culture
0,0756	0,749845	SCO6407	liquid culture
-0,1044	0,650324	SCO2639	liquid culture
1,4547	1,40E-05	SCO6053	liquid culture
0,9118	2,00E-06	SCO5696	liquid culture
-0,8851	0,000103	SCO6034	liquid culture
0,2404	0,30568	SCO7340	liquid culture
1,4396	0	SCO1224	liquid culture
0,7813	0,001934	SCO3955	liquid culture
3,9399	0	SCO7613	liquid culture
1,3044	0	SCO1112	liquid culture
-1,1491	2,10E-05	SCO0317	liquid culture
0,461	0,003701	SCO4322	liquid culture
-0,2833	0,121312	SCO2139	liquid culture
-0,0316	0,918159	SCO7583	liquid culture
-0,4095	0,007878	SCO6636	liquid culture
-0,0752	0,762431	SCO5557a	liquid culture
-1,1998	2,00E-06	SCO4511	liquid culture
-0,4674	0,004043	SCO4059	liquid culture
-1,5566	1,00E-06	SCO0258	liquid culture
0,5796	0,003878	SCO6697	liquid culture
0,2591	0,214542	SCO5571	liquid culture
-0,8889	0,000453	SCO0858	liquid culture
0,3357	0,017833	SCO3939	liquid culture
-0,8579	0,000556	SCO3292	liquid culture
1,266	0	SCO0767	liquid culture
0,1031	0,662328	SCO2679	liquid culture
-0,325	0,094124	SCO6894	liquid culture
0,8532	0,000135	SCO0827	liquid culture
1,4481	0	SCO6078	liquid culture
-0,331	0,080798	SCO3826	liquid culture
0,3204	0,233494	SCO4105	liquid culture
-0,4516	0,027255	SCO0458	liquid culture
0,0363	0,884694	SCO6926	liquid culture
-0,3138	0,123681	SCO3065	liquid culture
-0,5206	0,010813	SCO6051	liquid culture
-0,3012	0,05834	SCO2799	liquid culture
0,3988	0,015845	SCO0488	liquid culture
1,3645	3,10E-05	SCO5346	liquid culture
-0,9041	1,30E-05	SCO4518	liquid culture
0,0711	0,764857	SCO0421	liquid culture
-0,6508	0,00047	SCO0690	liquid culture
2,7536	0	SCO4295	liquid culture
-0,4235	0,01088	SCO0655	liquid culture
0,2507	0,19007	SCO4476	liquid culture
3,9484	0	SCO5746	liquid culture
-0,2892	0,058791	SCO2952	liquid culture
-0,9102	1,00E-05	SCO6610	liquid culture
-0,7497	0,010721	SCO5470	liquid culture
-0,4799	0,021198	SCO3190	liquid culture
0,4848	0,012735	SCO0557	liquid culture
-1,2594	2,90E-05	SCO2858	liquid culture
0,3612	0,008288	SCO3407	liquid culture
0,2748	0,091668	SCO1025	liquid culture
3,4939	0	SCO4113	liquid culture
0,0266	0,916231	SCO4318	liquid culture
-2,3815	0	SCO3720	liquid culture
-0,3844	0,018103	SCO4302	liquid culture
0,3254	0,11475	SCO5349	liquid culture
0,5402	0,001537	SCO6243	liquid culture
0,9454	0,000772	SCO0413	liquid culture
0,4087	0,049887	SCO1911	liquid culture
-0,0085	0,972218	SCO7272	liquid culture
-1,7925	2,00E-06	SCO2581	liquid culture
-0,7368	3,50E-05	SCO7477	liquid culture
-0,1557	0,609087	SCO0653	liquid culture
1,1024	1,00E-06	SCO5217	liquid culture
1,0835	0,000329	SCO4003	liquid culture
-0,156	0,416871	SCO7698	liquid culture
-0,4999	0,017319	SCO0578	liquid culture
-0,1358	0,563956	SCO3187	liquid culture
0,155	0,428177	SCO5678	liquid culture
-1,4669	0	SCO6564	liquid culture
0,2697	0,141728	SCO7534	liquid culture
0,8909	0,000161	SCO5825	liquid culture
-0,1694	0,385434	SCO5993	liquid culture
0,8003	0,000157	SCO5541	liquid culture
-1,1283	9,50E-05	SCO6867	liquid culture
0,0814	0,727121	SCO4938	liquid culture
0,8023	0,000835	SCO4749	liquid culture
0,1195	0,58394	SCO4681	liquid culture
0,9715	1,80E-05	SCO3681	liquid culture
-0,5279	0,032986	SCO6898	liquid culture
-0,5702	0,001956	SCO2692	liquid culture
-0,5845	0,004876	SCO6619	liquid culture
1,4364	0,000272	SCO1909	liquid culture
-0,3317	0,033435	SCO2411	liquid culture
-0,8243	2,00E-06	SCO4236	liquid culture
-0,2907	0,041578	SCO4713	liquid culture
-0,7757	3,40E-05	SCO4074	liquid culture
0,7189	0,000492	SCO6495	liquid culture
-0,3156	0,093232	SCO0942	liquid culture
1,0296	0	SCO2094	liquid culture
-0,208	0,267681	SCO0432	liquid culture
-0,3161	0,402219	SCO7808	liquid culture
-0,1139	0,610534	SCO1632	liquid culture
0,2701	0,118868	SCO2394	liquid culture
-0,3769	0,008586	SCO0322	liquid culture
-0,0938	0,678652	SCO4552	liquid culture
-1,4543	0	SCO1887	liquid culture
-0,2845	0,103101	SCO1741	liquid culture
4,1722	0	SCO2478	liquid culture
-0,0475	0,843745	SCO7592	liquid culture
0,5996	0,000109	SCO2559	liquid culture
0,7245	0,000707	SCO0326	liquid culture
-0,0303	0,897867	SCO2424	liquid culture
1,1587	1,00E-06	SCO4776	liquid culture
-0,4797	0,005722	SCO0478	liquid culture
-0,2101	0,536087	SCO0717	liquid culture
1,1485	0	SCO1142	liquid culture
-0,4485	0,014531	SCO5383	liquid culture
-0,6939	0,000136	SCO2409	liquid culture
0,7183	7,50E-05	SCO7387	liquid culture
-0,5758	0,029815	SCO6627	liquid culture
0,2395	0,186567	SCO6127	liquid culture
0,4036	0,050215	SCO1288	liquid culture
0,2136	0,357284	SCO1175	liquid culture
-0,2027	0,339492	SCO4634	liquid culture
1,302	0	SCO4956	liquid culture
0,9216	2,50E-05	SCO4673	liquid culture
0,3981	0,066538	SCO7372	liquid culture
-0,6768	0,000585	SCO0627	liquid culture
0,2699	0,116412	SCO7321	liquid culture
-0,3783	0,086792	SCO7316	liquid culture
0,2066	0,245046	SCO5200	liquid culture
-0,0086	0,970947	SCO7138	liquid culture
-0,5082	0,001527	SCO3679	liquid culture
0,5184	0,002808	SCO7002	liquid culture
-0,8313	0,000308	SCO3465	liquid culture
-1,0414	0,000376	SCO1829	liquid culture
-0,2199	0,250221	SCO0715	liquid culture
-0,0405	0,862729	SCO6892	liquid culture
-1,0045	1,50E-05	SCO7731	liquid culture
1,0846	0	SCO6713	liquid culture
0,9228	3,50E-05	SCO0965	liquid culture
-2,0602	0	SCO1491	liquid culture
0,2121	0,41624	SCO3557	liquid culture
-0,3441	0,064761	SCO3536	liquid culture
-0,2583	0,187028	SCO1250	liquid culture
0,5011	0,027456	SCO6356	liquid culture
-0,2335	0,46815	SCO6925	liquid culture
-1,5881	0	SCO0277	liquid culture
-0,086	0,716351	SCO3468	liquid culture
1,9034	0	SCO6765	liquid culture
-0,6594	0,000121	SCO4554	liquid culture
0,5906	0,010303	SCO7096	liquid culture
0,129	0,546288	SCO6461	liquid culture
1,736	0	SCO3830	liquid culture
-0,8253	0,002053	SCO5345	liquid culture
-2,1131	0	SCO4533	liquid culture
-0,1435	0,492617	SCO1883	liquid culture
-0,0731	0,752619	SCO1282	liquid culture
-0,0951	0,688317	SCO1137	liquid culture
0,8743	1,00E-06	SCO7270	liquid culture
-0,1051	0,674053	SCO1341	liquid culture
-1,0482	2,00E-06	SCO0783	liquid culture
-0,741	3,00E-05	SCO1220	liquid culture
-0,0556	0,817377	SCO3729	liquid culture
0,0131	0,955976	SCO2707	liquid culture
0,4841	0,001058	SCO4598	liquid culture
-0,7784	0,003475	SCO6856	liquid culture
-0,3588	0,281769	SCO3379	liquid culture
-0,0867	0,705821	SCO1895	liquid culture
-0,7837	6,70E-05	SCO1355	liquid culture
0,772	0,016679	SCO5576	liquid culture
-0,8183	4,50E-05	SCO6336	liquid culture
-0,7544	0,001573	SCO1128	liquid culture
0,1777	0,378861	SCO1957	liquid culture
0,2625	0,185509	SCO1197	liquid culture
-0,2844	0,123931	SCO7547	liquid culture
-0,4785	0,01877	SCO5452	liquid culture
-0,6226	0,001966	SCO5961	liquid culture
-0,2302	0,205047	SCO6785	liquid culture
-0,8713	8,60E-05	SCO7705	liquid culture
0,2077	0,418008	SCO6252	liquid culture
1,1907	1,00E-06	SCO2027	liquid culture
1,5071	0	SCO6467	liquid culture
1,8865	0	SCO2340	liquid culture
-0,9593	0,000531	SCO0070	liquid culture
1,569	0	SCO6696	liquid culture
-0,3895	0,009099	SCO4023	liquid culture
-0,3761	0,012322	SCO0823	liquid culture
0,6065	0,000259	SCO0641	liquid culture
1,049	7,40E-05	SCO2516	liquid culture
-0,9952	1,20E-05	SCO5033	liquid culture
-1,2255	0,002365	SCO0612	liquid culture
0,1708	0,342702	SCO3404	liquid culture
0,0323	0,895078	SCO1350	liquid culture
1,9523	0	SCO0917	liquid culture
